parcelid,zipcode,airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,yearbuilt,taxvaluedollarcnt,latitude,longitude,formatted.address,pred_tax_value
11032145,91402,,1,3,7,1,1949,59732,34.229463,-118.442944,"14224 Parthenia St, Van Nuys, CA 91402, USA",92488
11032155,91402,,1,3,7,1,1949,35034,34.228445,-118.441127,"8709 Costello Ave, Panorama City, CA 91402, USA",112056
11032179,91402,,1,3,7,1,1950,263133,34.227615,-118.438867,"8642 Colbath Ave, Panorama City, CA 91402, USA",91189
11032241,91402,,1,3,7,1,1950,319404,34.22778,-118.437608,"8701 Cantaloupe Ave, Panorama City, CA 91402, USA",16594
11032256,91402,,1,3,7,1,1949,210622,34.227051,-118.441469,"8600 Hazeltine Ave, Panorama City, CA 91402, USA",118233
11032314,91402,,1,3,7,1,1948,61635,34.226048,-118.443688,"8542 Katherine Ave, Panorama City, CA 91402, USA",121649
11032322,91402,,1,2,7,1,1948,54411,34.225491,-118.442871,"8517 Sylmar Ave, Panorama City, CA 91402, USA",105452
11032331,91402,,2,3,7,2,1948,234519,34.225333,-118.443142,"8510 Katherine Ave, Panorama City, CA 91402, USA",526124
11032343,91402,1,2,3,7,2,1948,256030,34.225234,-118.441882,"14151 Chase St, Panorama City, CA 91402, USA",326334
11032385,91402,,1,2,7,1,1948,220041,34.223425,-118.4453,"8361 Lullaby Ln, Panorama City, CA 91402, USA",96019
11032597,91402,,1,3,7,1,1949,252443,34.222344,-118.44229,"14160 Community St, Panorama City, CA 91402, USA",92491
11032601,91402,,1,2,7,1,1949,196206,34.222349,-118.441488,"8326 Sylmar Ave, Panorama City, CA 91402, USA",223777
11032626,91402,,1,3,7,1,1949,152603,34.222945,-118.439408,"8343 Murietta Ave, Panorama City, CA 91402, USA",92379
11032673,91402,,1,2,7,1,1949,248258,34.225334,-118.438358,"8502 Costello Ave, Panorama City, CA 91402, USA",94863
11032727,91402,1,2,2,7,2,1949,270711,34.222924,-118.436837,"8347 Ranchito Ave, Van Nuys, CA 91402, USA",244697
11032746,91402,1,2,5,7,2,1949,332391,34.224565,-118.436072,"8435 Cantaloupe Ave, Van Nuys, CA 91402, USA",254712
11032748,91402,,1,2,7,1,1949,54217,34.22489,-118.436133,"8453 Cantaloupe Ave, Panorama City, CA 91402, USA",84113
11032883,91402,,2,3,7,2,1948,154468,34.229945,-118.44666,"8787 Katherine Ave, Panorama City, CA 91402, USA",339523
11033239,91402,,1,3,7,1,1949,177266,34.2326,-118.445537,"8930 Sylmar Ave, Panorama City, CA 91402, USA",173504
11033282,91402,,1,3,7,1,1948,105106,34.230379,-118.446162,"8816 Katherine Ave, Panorama City, CA 91402, USA",108823
11033302,91402,,1,3,7,1,1949,63394,34.230001,-118.444893,"8789 Stansbury Ave, Van Nuys, CA 91402, USA",92458
11033473,91402,,2,3,7,2,1949,350800,34.23031,-118.442249,"8801 Murietta Ave, Panorama City, CA 91402, USA",310642
11033490,91402,,1,3,7,1,1949,246437,34.231305,-118.441725,"8838 Murietta Ave, Van Nuys, CA 91402, USA",92471
11033514,91402,,2,4,7,2,1949,311439,34.232665,-118.442683,"8930 Moonbeam Ave, Panorama City, CA 91402, USA",248584
11033541,91402,,2,3,7,2,1950,279465,34.233802,-118.440921,"9012 Costello Ave, Panorama City, CA 91402, USA",338833
11033584,91402,,1,2,7,1,1950,519000,34.236576,-118.44433,"9134 Hazeltine Ave, Panorama City, CA 91402, USA",280196
11033786,91331,,2,3,7,2,1950,364132,34.234191,-118.440483,"9063 Woodman Ave, Arleta, CA 91331, USA",231372
11033829,91402,,1,3,7,1,1950,179422,34.229813,-118.440496,"8781 Colbath Ave, Panorama City, CA 91402, USA",95335
11033944,91331,1,1,2,7,1,1959,279798,34.231828,-118.438265,"8931 Woodman Ave, Pacoima, CA 91331, USA",81397
11033974,91331,,2,3,7,2,1952,222012,34.236121,-118.432756,"13745 Rayen St, Arleta, CA 91331, USA",311558
11034045,91331,,2,3,7,2,1952,224577,34.235259,-118.432037,"9091 Nagle Ave, Arleta, CA 91331, USA",153267
11034141,91331,,2,3,7,2,1952,56659,34.234488,-118.434335,"13824 Rayen St, Arleta, CA 91331, USA",142850
11034145,91331,,2,3,7,2,1952,280723,34.234909,-118.433759,"13802 Rayen St, Arleta, CA 91331, USA",142850
11034198,91331,,1,3,7,1,1950,53195,34.233325,-118.434646,"13842 Wingo St, Arleta, CA 91331, USA",22120
11034368,91331,1,2,4,4,2,1972,209018,34.227522,-118.431663,"13739 Branford St, Arleta, CA 91331, USA",104367
11034497,91331,,2,4,7,2,1951,94153,34.23005,-118.43083,"13702 Chase St, Arleta, CA 91331, USA",230221
11034502,91331,,1,3,7,1,1951,372000,34.230613,-118.431425,"8853 Dorrington Ave, Arleta, CA 91331, USA",135814
11034543,91331,,2,2,7,2,1950,257762,34.231741,-118.430874,"8929 Gullo Ave, Arleta, CA 91331, USA",271728
11034563,91331,,1,2,7,1,1950,340000,34.232024,-118.430487,"8928 Gullo Ave, Arleta, CA 91331, USA",152368
11034568,91331,,2,3,7,2,1950,176824,34.232457,-118.430495,"8940 Gullo Ave, Arleta, CA 91331, USA",126445
11034571,91331,,1,3,7,1,1950,249651,34.232086,-118.430102,"8922 Gullo Ave, Arleta, CA 91331, USA",-41620
11034630,91331,,2,3,7,2,1950,384226,34.230701,-118.428203,"13604 Bracken St, Arleta, CA 91331, USA",210959
11034637,91331,,1,3,7,1,1950,381570,34.22994,-118.429246,"13646 Bracken St, Arleta, CA 91331, USA",-40794
11034760,91331,,2,3,7,2,1952,376882,34.241501,-118.439893,"14081 Garber St, Arleta, CA 91331, USA",125695
11034784,91331,,2,3,7,2,1952,389000,34.239072,-118.441618,"9342 Dorrington Pl, Arleta, CA 91331, USA",122622
11034813,91331,,2,3,7,2,1952,56453,34.237408,-118.440028,"14081 Kagel Canyon St, Arleta, CA 91331, USA",179742
11034863,91331,,2,3,7,2,1952,295353,34.23833,-118.439004,"9268 Dorrington Ave, Arleta, CA 91331, USA",121481
11034894,91331,,2,3,7,2,1952,356051,34.239463,-118.439033,"9310 Greenbush Ave, Arleta, CA 91331, USA",261399
11034990,91331,,2,4,7,2,1952,69103,34.23977,-118.435876,"13906 Kagel Canyon St, Arleta, CA 91331, USA",154468
11034991,91331,,2,3,7,2,1952,49313,34.239907,-118.436019,"13906 Kagel Canyon St, Arleta, CA 91331, USA",235615
11034997,91331,1,2,3,4,2,1952,332996,34.24065,-118.436805,"9400 Nagle Ave, Arleta, CA 91331, USA",241061
11035028,91331,,2,3,7,2,1952,53191,34.240629,-118.435631,"9421 Roslyndale Ave, Arleta, CA 91331, USA",134721
11035051,91331,,2,3,7,2,1953,354000,34.241691,-118.435408,"9465 Urbana Ave, Arleta, CA 91331, USA",184193
11035084,91331,,2,3,7,2,1953,258866,34.242487,-118.43513,"9507 Obeck Ave, Arleta, CA 91331, USA",189201
11035170,91331,,2,3,7,2,1953,62171,34.243068,-118.432828,"9514 Beachy Ave, Arleta, CA 91331, USA",319858
11035222,91331,1,2,3,7,2,1954,386831,34.241109,-118.430316,"13644 Kamloops St, Arleta, CA 91331, USA",291396
11035289,91331,,2,3,7,2,1954,56466,34.239851,-118.431224,"13671 Sunburst St, Arleta, CA 91331, USA",164997
11035298,91331,,2,3,7,2,1954,64221,34.240965,-118.432402,"9406 Obeck Ave, Arleta, CA 91331, USA",172159
11035354,91331,,2,3,7,2,1954,357378,34.240876,-118.433426,"9406 Urbana Ave, Arleta, CA 91331, USA",168578
11035388,91331,,2,3,7,2,1954,233364,34.239058,-118.430512,"13641 Osborne St, Arleta, CA 91331, USA",249158
11035467,91331,,2,3,7,2,1953,242493,34.23945,-118.435081,"9329 Canterbury Ave, Arleta, CA 91331, USA",316693
11035498,91331,,2,3,4,2,1954,99712,34.237438,-118.436453,"9204 Dorrington Pl, Arleta, CA 91331, USA",244797
11035700,91331,1,3,4,4,3,1935,248483,34.247018,-118.440529,"14114 Pierce St, Arleta, CA 91331, USA",273901
11035925,91331,,2,3,7,2,1951,56659,34.243428,-118.441403,"14148 Gain St, Arleta, CA 91331, USA",188219
11035936,91331,,2,3,7,2,1951,58993,34.244626,-118.439763,"14076 Gain St, Arleta, CA 91331, USA",188217
11036050,91331,,2,3,7,2,1951,200467,34.241686,-118.442722,"14219 Remington St, Arleta, CA 91331, USA",401055
11036070,91331,1,2,3,7,2,1953,4.00E+05,34.242378,-118.443307,"14236 Gain St, Arleta, CA 91331, USA",424201
11036097,91331,,2,3,7,2,1953,55025,34.245518,-118.445832,"9622 Dorrington Ave, Arleta, CA 91331, USA",172073
11036101,91331,,2,3,7,2,1953,257761,34.244841,-118.445394,"9603 Gullo Ave, Arleta, CA 91331, USA",157082
11036155,91331,,2,4,7,2,1953,128765,34.246265,-118.443874,"9670 Varna Ave, Arleta, CA 91331, USA",301417
11036167,91331,,2,3,7,2,1953,324761,34.246418,-118.443306,"9700 Nagle Ave, Arleta, CA 91331, USA",172011
11037179,91331,,2,4,7,2,1941,385580,34.252679,-118.433037,"13800 Pierce St, Los Angeles, CA 91331, USA",316310
11037306,91331,,2,3,7,2,1947,340053,34.250111,-118.431088,"13690 Remington St, Arleta, CA 91331, USA",319284
11037313,91331,,1,2,7,1,1948,245597,34.249284,-118.4303,"13648 Terra Bella St, Arleta, CA 91331, USA",40811
11037315,91331,,1,2,7,1,1946,313643,34.248359,-118.431519,"13716 Terra Bella St, Arleta, CA 91331, USA",86942
11037371,91331,,1,2,7,1,1941,394000,34.251054,-118.433533,"9918 Lev Ave, Arleta, CA 91331, USA",276772
11037394,91331,,2,3,7,2,1951,240436,34.251448,-118.434597,"13862 Pierce St, Arleta, CA 91331, USA",281300
11037398,91331,1,2,3,7,2,1950,352526,34.251861,-118.435035,"9969 Lev Ave, Arleta, CA 91331, USA",318793
11037451,91331,,1,2,7,1,1948,255000,34.25433,-118.436266,"10127 Bartee Ave, Arleta, CA 91331, USA",328666
11037549,91331,,2,3,7,2,1961,384227,34.250756,-118.436416,"13917 Pierce St, Arleta, CA 91331, USA",282363
11037620,91331,,2,3,7,2,1952,354286,34.24627,-118.435048,"13865 Terra Bella St, Arleta, CA 91331, USA",434872
11037663,91331,,2,2,7,2,1952,182927,34.247902,-118.434457,"9779 Stanwin Ave, Arleta, CA 91331, USA",243379
11037713,91331,,2,3,7,2,1955,325127,34.24969,-118.437022,"9832 Woodale Ave, Arleta, CA 91331, USA",181967
11037779,91331,1,2,2,7,2,1952,301997,34.247181,-118.434813,"13870 Remington St, Arleta, CA 91331, USA",241984
11037998,91331,,1,2,7,1,1954,46461,34.25917,-118.426228,"10384 Haddon Ave, Pacoima, CA 91331, USA",102876
11038007,91331,,1,2,7,1,1948,56339,34.258361,-118.425317,"13422 Pierce St, Pacoima, CA 91331, USA",13460
11038052,91331,,3,2,7,3,1941,303808,34.257106,-118.426786,"13516 Pierce St, Pacoima, CA 91331, USA",528778
11038055,91331,,1,2,7,1,1941,32797,34.256825,-118.427172,"13532 Pierce St, Pacoima, CA 91331, USA",-10805
11038114,91331,,1,3,7,1,1950,45646,34.255713,-118.428456,"10180 Laurel Canyon Blvd, Pacoima, CA 91331, USA",67263
11038189,91331,,1,2,7,1,1942,40141,34.252192,-118.428105,"13562 Remington St, Pacoima, CA 91331, USA",64906
11038213,91331,,1,1,7,1,1941,171839,34.25206,-118.42651,"13488 Terra Bella St, Pacoima, CA 91331, USA",10562
11038334,91331,,1,2,7,1,1949,290694,34.256327,-118.426893,"10237 Amboy Ave, Pacoima, CA 91331, USA",30140
11038419,91331,,2,4,7,2,1973,323498,34.257782,-118.424986,"10312 Haddon Ave, Pacoima, CA 91331, USA",141407
11038502,91345,,2,3,7,2,1953,181056,34.256524,-118.455746,"14833 Tuba St, Mission Hills, CA 91345, USA",193408
11038527,91345,,2,4,7,2,1955,183717,34.254759,-118.456956,"10139 Kester Ave, Mission Hills, CA 91345, USA",247993
11038583,91345,1,3,2,7,3,1953,450000,34.253752,-118.454809,"14827 Mayall St, Mission Hills, CA 91345, USA",496792
11038629,91345,,2,3,7,2,1953,214487,34.255449,-118.454211,"10160 Woodman Ave, Mission Hills, CA 91345, USA",196975
11038640,91345,,2,4,7,2,1954,179340,34.252731,-118.454184,"10034 Willis Ave, Mission Hills, CA 91345, USA",114210
11038666,91345,,2,4,7,2,1954,66654,34.252056,-118.455254,"10008 Bevis Ave, Mission Hills, CA 91345, USA",114200
11038687,91345,,2,2,7,2,1952,397791,34.251388,-118.455264,"9942 Bevis Ave, Mission Hills, CA 91345, USA",413065
11038749,91345,,2,3,7,2,1952,273226,34.251733,-118.457448,"9954 Saloma Ave, Mission Hills, CA 91345, USA",269580
11038840,91345,,2,3,7,2,1954,63188,34.252712,-118.452678,"14733 Vintage St, Mission Hills, CA 91345, USA",191763
11039210,91331,,1,3,7,1,1951,55437,34.251563,-118.447898,"14460 Judd St, Arleta, CA 91331, USA",34822
11039351,91331,,1,3,7,1,1951,66860,34.250664,-118.449199,"9922 Gullo Ave, Arleta, CA 91331, USA",20942
11039604,91345,,2,3,7,2,1955,272511,34.259392,-118.456342,"14851 Hiawatha St, Mission Hills, CA 91345, USA",626415
11039657,91345,1,2,3,7,2,1955,445000,34.264194,-118.455953,"14858 Chatsworth St, Mission Hills, CA 91345, USA",250699
11039738,91345,1,3,6,4,3,1957,349929,34.261456,-118.45469,"14819 Germain St, Mission Hills, CA 91345, USA",213191
11039798,91345,,2,3,7,2,1956,386646,34.260361,-118.455159,"10444 Bevis Ave, San Fernando, CA 91345, USA",266977
11039927,91345,,2,3,7,2,1955,308303,34.259205,-118.451953,"14682 Hiawatha St, Mission Hills, CA 91345, USA",188741
11040353,91345,,2,3,7,2,1948,101625,34.261731,-118.460595,"15050 Germain St, Mission Hills, CA 91345, USA",449749
11040432,91345,,2,3,7,2,1954,227389,34.263296,-118.464465,"10614 Columbus Ave, Mission Hills, CA 91345, USA",230471
11040442,91345,,3,5,4,3,1953,218229,34.263026,-118.46401,"15237 Clymer St, Mission Hills, CA 91345, USA",228586
11040561,91345,,2,3,7,2,1953,382491,34.262294,-118.466879,"10550 Sepulveda Blvd, Mission Hills, CA 91345, USA",188044
11040618,91345,,2,3,7,2,1953,81388,34.258701,-118.469692,"10345 Langdon Ave, Mission Hills, CA 91345, USA",264015
11040698,91345,,2,3,7,2,1953,166298,34.2613,-118.467804,"10509 Sepulveda Blvd, Mission Hills, CA 91345, USA",186614
11040726,91345,,2,3,7,2,1953,109206,34.260722,-118.467349,"15348 San Jose St, Mission Hills, CA 91345, USA",162648
11040764,91345,,2,3,7,2,1954,379104,34.259749,-118.464389,"10419 Memory Park Ave, Mission Hills, CA 91345, USA",251985
11040807,91345,,2,3,7,2,1954,322203,34.25925,-118.463801,"10400 Memory Park Ave, Mission Hills, CA 91345, USA",432480
11040958,91345,,2,3,4,2,1960,82773,34.258454,-118.45864,"10353 Lemona Ave, Mission Hills, CA 91345, USA",218508
11041034,91343,1,2,3,7,2,1949,313705,34.243155,-118.458584,"9500 Lemona Ave, North Hills, CA 91343, USA",450272
11041069,91343,,2,3,4,2,1961,81341,34.243537,-118.45694,"9521 Natick Ave, North Hills, CA 91343, USA",178999
11041178,91343,,2,3,7,2,1956,188864,34.246657,-118.455964,"9720 Kester Ave, North Hills, CA 91343, USA",416361
11041181,91343,,2,4,7,2,1956,87956,34.246759,-118.456403,"9710 Kester Ave, North Hills, CA 91343, USA",205730
11041184,91343,1,3,4,7,3,1956,365784,34.246264,-118.456411,"9700 Kester Ave, North Hills, CA 91343, USA",414770
11041204,91343,1,2,3,7,2,1955,191812,34.245215,-118.454702,"9638 Natick Ave, North Hills, CA 91343, USA",342045
11041235,91343,,2,4,7,2,1956,313315,34.246399,-118.453625,"9712 Natick Ave, North Hills, CA 91343, USA",300087
11041245,91343,1,3,4,7,3,1942,382692,34.247008,-118.455357,"14828 Needles St, North Hills, CA 91343, USA",724672
11041415,91402,1,2,4,4,2,1979,282698,34.247678,-118.450366,"9763 Vesper Ave, Panorama City, CA 91402, USA",165670
11041429,91331,1,2,3,4,2,1979,181110,34.249075,-118.449506,"9831 Woodman Ave, Arleta, CA 91331, USA",105115
11041496,91402,1,3,4,7,3,1955,466000,34.246568,-118.450923,"9707 Vesper Ave, Panorama City, CA 91402, USA",392100
11041499,91402,1,2,3,7,2,1955,321130,34.24462,-118.450443,"9603 Vesper Ave, Panorama City, CA 91402, USA",443765
11041500,91402,,2,3,7,2,1955,287402,34.244799,-118.450512,"9603 Van Nuys Blvd, Panorama City, CA 91402, USA",225835
11041501,91402,,2,3,7,2,1955,373311,34.244801,-118.450794,"9603 Van Nuys Blvd, Panorama City, CA 91402, USA",228558
11041540,91402,,2,3,4,2,1956,297853,34.244437,-118.45311,"14682 Limedale St, Panorama City, CA 91402, USA",251360
11041563,91402,1,3,4,4,3,2000,313433,34.24343,-118.451193,"14620 Novice St, Panorama City, CA 91402, USA",265526
11041624,91402,,1,3,7,1,1947,257149,34.240567,-118.451168,"14621 Vincennes St, Panorama City, CA 91402, USA",106139
11041738,91343,,2,3,7,2,1955,367143,34.239377,-118.457677,"14921 Tupper St, North Hills, CA 91343, USA",348500
11041746,91402,,2,3,7,2,1955,65633,34.240044,-118.456147,"9329 Kester Ave, Panorama City, CA 91402, USA",228550
11041763,91343,,2,3,7,2,1955,412000,34.240588,-118.456613,"9356 Natick Ave, North Hills, CA 91343, USA",280458
11042153,91402,1,2,3,4,2,1964,90320,34.238035,-118.45661,"9223 Kester Ave, Panorama City, CA 91402, USA",256043
11042234,91402,1,2,3,7,2,1955,365785,34.237006,-118.456089,"14820 Dearborn St, Panorama City, CA 91402, USA",386126
11042236,91402,,2,3,7,2,1955,355406,34.236682,-118.456164,"14819 Calahan St, Van Nuys, CA 91402, USA",306264
11042264,91402,,3,4,7,3,1954,224537,34.237484,-118.455032,"9208 Willis Ave, Panorama City, CA 91402, USA",433167
11042961,91402,,3,3,4,3,1957,169269,34.233978,-118.455739,"9025 Willis Ave, Van Nuys, CA 91402, USA",590623
11043048,91343,,2,3,7,2,1956,366120,34.234314,-118.458176,"9030 Lemona Ave, North Hills, CA 91343, USA",269509
11043050,91343,,2,3,7,2,1956,179316,34.234271,-118.458553,"9022 Lemona Ave, North Hills, CA 91343, USA",300311
11043062,91343,,2,3,7,2,1956,359797,34.233899,-118.458876,"9008 Lemona Ave, North Hills, CA 91343, USA",274165
11043085,91343,,2,4,7,2,1950,479000,34.232116,-118.459829,"15043 Rayen St, North Hills, CA 91343, USA",333490
11043116,91402,,1,2,7,1,1941,283912,34.230794,-118.449768,"8820 Van Nuys Blvd, Panorama City, CA 91402, USA",155322
11043832,91402,1,3,6,4,3,1955,361165,34.22589,-118.457243,"8540 Kester Ave, Panorama City, CA 91402, USA",459693
11043843,91402,,2,3,7,2,1955,268504,34.226076,-118.456844,"8550 Kester Ave, Panorama City, CA 91402, USA",471006
11043944,91402,,1,1,7,1,1938,138321,34.227473,-118.45298,"8540 Cedros Ave, Panorama City, CA 91402, USA",70565
11044110,91402,1,3,4,4,3,1955,456000,34.223339,-118.457706,"8401 Kester Ave, Panorama City, CA 91402, USA",383925
11044395,91343,,1,3,7,1,1925,207651,34.235015,-118.462587,"9034 Burnet Ave, North Hills, CA 91343, USA",31101
11044778,91343,,2,3,7,2,1936,375000,34.231653,-118.468434,"15418 Rayen St, North Hills, CA 91343, USA",413342
11044881,91343,,2,3,4,2,1959,194436,34.225715,-118.470333,"8533 Langdon Ave, North Hills, CA 91343, USA",247396
11044918,91343,,3,3,4,3,1957,373758,34.225667,-118.469722,"8536 Langdon Ave, North Hills, CA 91343, USA",298103
11045123,91343,,2,3,7,2,1954,390000,34.22594,-118.460959,"8544 Noble Ave, North Hills, CA 91343, USA",344032
11045935,91343,1,3,3,4,3,2007,342870,34.231418,-118.461576,"8847 Noble Ave, North Hills, CA 91343, USA",171803
11045959,91343,,2,3,7,2,1954,80627,34.248636,-118.470205,"9813 Langdon Ave, North Hills, CA 91343, USA",330079
11046043,91343,1,3,3,4,3,1977,151754,34.246942,-118.468092,"15410 Marilla St, North Hills, CA 91343, USA",449469
11046053,91343,1,2,3,4,2,1977,124716,34.246635,-118.466914,"103 Superior St, North Hills, CA 91343, USA",105171
11046095,91343,,2,3,4,2,1954,327959,34.247709,-118.464967,"9742 Columbus Ave, North Hills, CA 91343, USA",616499
11046226,91345,,2,2,7,2,1938,90517,34.249597,-118.46566,"15314 Lassen St, Mission Hills, CA 91345, USA",460017
11046292,91343,,2,2,7,2,1945,468507,34.247423,-118.462785,"9736 Burnet Ave, North Hills, CA 91343, USA",393698
11046306,91343,,2,3,4,2,1961,107462,34.249159,-118.463761,"9835 Burnet Ave, North Hills, CA 91343, USA",274736
11046653,91343,1,4,5,4,4,1947,397144,34.243056,-118.469196,"9504 Langdon Ave, North Hills, CA 91343, USA",1056593
11046668,91343,,2,3,4,2,1966,437000,34.246634,-118.471431,"15543 Superior St, North Hills, CA 91343, USA",305738
11046786,91343,,2,3,7,2,1945,443619,34.240821,-118.462874,"9354 Burnet Ave, North Hills, CA 91343, USA",280006
11047276,91343,,2,4,4,2,1956,114394,34.2378,-118.46473,"15242 Knapp St, North Hills, CA 91343, USA",366607
11047311,91343,1,3,4,4,3,1956,482999,34.238693,-118.465474,"15255 W Knapp St, North Hills, CA 91343, USA",496701
11047577,91345,,1,2,7,1,1947,230363,34.255196,-118.46837,"15420 Lemarsh St, Mission Hills, CA 91345, USA",83062
11047583,91345,1,2,3,7,2,1947,343550,34.255189,-118.467377,"10146 Sepulveda Blvd, Mission Hills, CA 91345, USA",238312
11047586,91345,,2,3,7,2,1946,408000,34.254837,-118.46913,"15447 Romar St, Mission Hills, CA 91345, USA",176604
11047587,91345,1,1,3,7,1,1956,212435,34.254838,-118.469296,"15451 Romar St, Mission Hills, CA 91345, USA",191632
11047622,91345,,1,2,7,1,1947,125905,34.254302,-118.468213,"15416 Romar St, Mission Hills, CA 91345, USA",40445
11047657,91345,1,3,3,7,3,1952,451725,34.251821,-118.470563,"9956 Marklein Ave, Mission Hills, CA 91345, USA",403296
11047664,91345,,2,3,7,2,1952,60950,34.252996,-118.470552,"10036 Marklein Ave, Mission Hills, CA 91345, USA",147453
11047667,91345,,2,3,7,2,1952,62167,34.25351,-118.470547,"10054 Marklein Ave, Mission Hills, CA 91345, USA",154716
11047962,91345,1,2,3,4,2,1958,86981,34.251093,-118.464626,"15241 Septo St, Mission Hills, CA 91345, USA",189636
11048009,91345,,2,3,7,2,1954,170114,34.253456,-118.462413,"10057 Wisner Ave, Mission Hills, CA 91345, USA",285973
11048020,91345,,2,3,7,2,1954,55437,34.252099,-118.462903,"10010 Burnet Ave, Mission Hills, CA 91345, USA",306753
11048077,91345,,2,3,7,2,1953,187972,34.253997,-118.4637,"10108 Memory Park Ave, Mission Hills, CA 91345, USA",185942
11048098,91345,,2,3,7,2,1953,181200,34.254543,-118.464642,"10126 Columbus Ave, Mission Hills, CA 91345, USA",184897
11048121,91345,,2,3,7,2,1958,208706,34.255688,-118.464787,"15253 Lemarsh St, Mission Hills, CA 91345, USA",172722
11048168,91345,,2,4,4,2,1957,378429,34.256507,-118.462658,"15151 Tuba St, Mission Hills, CA 91345, USA",156624
11048179,91345,,2,3,7,2,1956,61867,34.256564,-118.46033,"15043 Tuba St, Mission Hills, CA 91345, USA",254061
11048204,91345,1,2,3,4,2,1957,82779,34.256998,-118.458006,"14944 Devonshire St, Mission Hills, CA 91345, USA",204586
11048210,91345,,2,3,4,2,1958,467864,34.255804,-118.458058,"10219 Saloma Ave, Mission Hills, CA 91345, USA",269831
11048242,91345,,2,3,4,2,1957,195597,34.255485,-118.459685,"10202 Norwich Ave, Mission Hills, CA 91345, USA",238195
11048297,91345,1,2,3,7,2,1953,378429,34.254132,-118.460751,"10114 Noble Ave, Mission Hills, CA 91345, USA",185949
11048370,91345,,2,3,7,2,1953,340784,34.250892,-118.461432,"15111 Septo St, Mission Hills, CA 91345, USA",263746
11048406,91345,1,3,3,7,3,1953,386789,34.252634,-118.460752,"10026 Noble Ave, Mission Hills, CA 91345, USA",488675
11048411,91345,1,3,4,7,3,1953,87876,34.25181,-118.46076,"9958 Noble Ave, Mission Hills, CA 91345, USA",464204
11048474,91345,,2,3,7,2,1953,363734,34.250259,-118.458198,"14947 Lassen St, Mission Hills, CA 91345, USA",308007
11048576,91344,,2,3,7,2,1954,61354,34.26131,-118.474826,"10515 Danube Ave, Granada Hills, CA 91344, USA",131465
11048580,91344,,2,3,7,2,1954,294993,34.262282,-118.473474,"10545 Blucher Ave, Granada Hills, CA 91344, USA",362101
11048596,91344,,2,3,7,2,1954,49317,34.262404,-118.47251,"10551 Blucher Ave, Granada Hills, CA 91344, USA",157252
11048612,91344,,2,3,7,2,1954,389972,34.262235,-118.472912,"10545 Blucher Ave, Granada Hills, CA 91344, USA",184828
11048630,91344,,2,3,7,2,1977,160702,34.25854,-118.472669,"10345 Blucher Ave, Granada Hills, CA 91344, USA",130184
11048639,91344,,2,3,4,2,1957,415740,34.259459,-118.473041,"10409 Blucher Ave, Granada Hills, CA 91344, USA",135906
11048686,91344,1,3,4,7,3,1955,355333,34.258444,-118.474852,"15725 Blackhawk St, Granada Hills, CA 91344, USA",300146
11048728,91343,,3,4,7,3,1957,429597,34.256656,-118.473202,"15635 Tuba St, North Hills, CA 91343, USA",607939
11048758,91343,1,2,3,7,2,1958,330000,34.256146,-118.474976,"15724 Tuba St, North Hills, CA 91343, USA",192107
11048759,91343,,2,3,7,2,1958,425000,34.256126,-118.474762,"15718 Tuba St, North Hills, CA 91343, USA",192056
11048805,91343,1,1,1,7,1,1943,125760,34.255225,-118.47283,"15632 Lemarsh St, North Hills, CA 91343, USA",128270
11048836,91343,,1,2,7,1,1952,226157,34.254346,-118.474849,"15722 Romar St, North Hills, CA 91343, USA",105315
11048841,91343,,1,2,7,1,1949,37687,34.254338,-118.473707,"15658 Romar St, North Hills, CA 91343, USA",122060
11048861,91343,,2,3,7,2,1948,288850,34.253453,-118.475022,"15726 Mayall St, North Hills, CA 91343, USA",353480
11048957,91345,,1,3,7,1,1938,224931,34.251289,-118.4719,"15553 Septo St, Mission Hills, CA 91345, USA",109231
11048960,91345,1,3,4,7,3,1939,426399,34.25039,-118.472155,"15555 Lassen St, Mission Hills, CA 91345, USA",483252
11048982,91343,,2,3,7,2,1953,395000,34.250406,-118.474613,"15717 Lassen St, North Hills, CA 91343, USA",245318
11048984,91343,,1,2,7,1,1953,345832,34.250408,-118.474878,"15725 Lassen St, North Hills, CA 91343, USA",278799
11049005,91344,,2,3,7,2,1959,478299,34.278424,-118.470171,"15540 Rinaldi St, Granada Hills, CA 91344, USA",269359
11049110,91344,,2,4,7,2,1956,344360,34.27698,-118.474244,"15714 Kalisher St, Granada Hills, CA 91344, USA",206357
11049111,91344,,2,3,7,2,1956,202783,34.277165,-118.474232,"15714 Kalisher St, Granada Hills, CA 91344, USA",276072
11049128,91344,1,2,3,7,2,1955,254502,34.275751,-118.472114,"15611 Index St, Granada Hills, CA 91344, USA",124611
11049133,91344,,2,3,7,2,1955,398811,34.276108,-118.472508,"15620 Simonds St, Granada Hills, CA 91344, USA",124100
11049154,91344,1,2,3,7,2,1956,202783,34.276797,-118.473728,"15700 Kalisher St, Granada Hills, CA 91344, USA",390995
11049163,91344,,2,4,7,2,1955,274098,34.276613,-118.472702,"15627 Simonds St, Granada Hills, CA 91344, USA",81492
11049219,91344,,2,4,7,2,1960,72027,34.274886,-118.471892,"11238 Blucher Ave, Granada Hills, CA 91344, USA",223082
11049266,91344,,2,4,7,2,1955,436894,34.271187,-118.473529,"15651 Ludlow St, Granada Hills, CA 91344, USA",118474
