parcelid,zipcode,airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,yearbuilt,taxvaluedollarcnt,latitude,longitude,formatted.address,pred_tax_value
10806608,91364,1,3,4,4,3,1955,1049022,34.159151,-118.576839,"4858 Poe Ave, Woodland Hills, CA 91364, USA",782381
10806631,91364,,3,3,4,3,1955,335834,34.159197,-118.579633,"20513 Quedo Dr, Woodland Hills, CA 91364, USA",751869
10806655,91364,1,2,3,4,2,1955,148470,34.159125,-118.582748,"20633 Quedo Dr, Woodland Hills, CA 91364, USA",626262
10806666,91364,,3,3,4,3,1955,165862,34.158435,-118.57882,"20448 Quedo Dr, Woodland Hills, CA 91364, USA",624366
10806683,91364,,2,2,4,2,1954,345237,34.158554,-118.582122,"20616 Quedo Dr, Woodland Hills, CA 91364, USA",594968
10806724,91364,1,3,5,4,3,1952,658412,34.164031,-118.585977,"5144 Bascule Ave, Woodland Hills, CA 91364, USA",849440
10806751,91364,,2,2,7,2,1952,704352,34.164028,-118.585041,"5145 Kelvin Ave, Woodland Hills, CA 91364, USA",689294
10806881,91364,1,3,4,4,3,1962,598631,34.160852,-118.573511,"20257 Allentown Dr, Woodland Hills, CA 91364, USA",723637
10806914,91364,1,4,5,4,4,1962,954000,34.164111,-118.57329,"20160 Delita Dr, Woodland Hills, CA 91364, USA",937239
10806937,91364,1,3,5,4,3,1961,815983,34.165955,-118.570783,"5261 Winnetka Ave, Woodland Hills, CA 91364, USA",822363
10806943,91364,1,3,3,4,3,1963,294655,34.165012,-118.572751,"20140 Delita Dr, Woodland Hills, CA 91364, USA",656698
10806960,91364,1,4,4,1,4,1963,572579,34.164892,-118.575412,"20273 Lorenzana Dr, Woodland Hills, CA 91364, USA",1302835
10807145,91364,,2,2,7,2,1956,346451,34.164673,-118.595277,"21220 De La Guerra St, Woodland Hills, CA 91364, USA",476986
10807148,91364,,1,3,7,1,1950,494825,34.164509,-118.594628,"5223 Alhama Dr, Woodland Hills, CA 91364, USA",296409
10807226,91364,,2,3,7,2,1952,557380,34.162788,-118.594313,"21212 Celes St, Woodland Hills, CA 91364, USA",440456
10807388,91364,1,5,5,1,5,1990,634129,34.158032,-118.594577,"21301 Dumetz Rd, Woodland Hills, CA 91364, USA",1243413
10807403,91364,1,5,5,1,5,2000,877181,34.159152,-118.591764,"4946 Nofral Rd, Woodland Hills, CA 91364, USA",1234852
10807405,91364,1,4,4,1,4,2000,851755,34.158884,-118.591677,"21051 Dumetz Rd, Woodland Hills, CA 91364, USA",1030049
10807452,91364,,2,3,7,2,1953,490360,34.161082,-118.588397,"5019 Serrania Ave, Woodland Hills, CA 91364, USA",419224
10807481,91364,1,3,3,7,3,1959,315016,34.160516,-118.588662,"5001 Catalon Ave, Woodland Hills, CA 91364, USA",796217
10807485,91364,1,3,5,4,3,1968,745000,34.160573,-118.589443,"4942 Marmol Dr, Woodland Hills, CA 91364, USA",621585
10807523,91364,,2,3,4,2,1956,549000,34.162848,-118.588925,"20920 Martinez St, Woodland Hills, CA 91364, USA",403955
10807582,91364,1,6,5,4,6,1965,693404,34.161121,-118.5913,"21050 San Miguel St, Woodland Hills, CA 91364, USA",1681984
10807594,91364,,1,2,7,1,1950,417912,34.161987,-118.590363,"5024 Marmol Dr, Woodland Hills, CA 91364, USA",343679
10807630,91364,1,3,3,4,3,1986,596960,34.164099,-118.592796,"5271 Marmol Dr, Woodland Hills, CA 91364, USA",851099
10807636,91364,,2,3,4,2,1956,557380,34.163527,-118.592945,"5108 Escobedo Dr, Woodland Hills, CA 91364, USA",331908
10807684,91364,1,2,3,7,2,1952,495689,34.164753,-118.589703,"20935 Avenue San Luis, Woodland Hills, CA 91364, USA",754806
10807711,91364,1,3,3,7,3,1965,465069,34.164373,-118.587647,"5155 Bascule Ave, Woodland Hills, CA 91364, USA",571088
10807730,91364,,1,3,7,1,1952,453572,34.165272,-118.5883,"20915 Avenue San Luis, Woodland Hills, CA 91364, USA",371196
10807747,91364,,2,2,7,2,1949,691671,34.165423,-118.589861,"20954 Costanso St, Woodland Hills, CA 91364, USA",845718
10807752,91364,,2,3,7,2,1954,302470,34.165478,-118.590389,"20970 Costanso St, Woodland Hills, CA 91364, USA",464746
10807759,91364,1,2,3,7,2,1955,633000,34.165641,-118.591651,"21016 Costanso St, Woodland Hills, CA 91364, USA",687339
10807797,91364,,1,2,7,1,1949,406000,34.165777,-118.588229,"20880 Ventura Blvd, Woodland Hills, CA 91364, USA",260690
10807800,91364,1,2,3,4,2,1954,565068,34.165878,-118.589263,"20929 Costanso St, Woodland Hills, CA 91364, USA",301135
10807803,91364,,2,4,7,2,1953,670000,34.165931,-118.589789,"20951 Costanso St, Woodland Hills, CA 91364, USA",473697
10807917,91364,1,3,4,4,3,1976,535905,34.164002,-118.596987,"5190 Canoga Ave, Woodland Hills, CA 91364, USA",946067
10807921,91364,1,4,4,4,4,1988,668086,34.165368,-118.596754,"5240 Canoga Ave, Woodland Hills, CA 91364, USA",1033470
10807993,91364,,3,3,4,3,1974,103222,34.164284,-118.598471,"5237 Campo Rd, Woodland Hills, CA 91364, USA",502722
10808028,91364,,1,2,7,1,1954,538000,34.161021,-118.59634,"5054 Canoga Ave, Woodland Hills, CA 91364, USA",340195
10808112,91364,,1,3,7,1,1952,250395,34.157695,-118.595642,"21336 Dumetz Rd, Woodland Hills, CA 91364, USA",245554
10808119,91364,,2,2,7,2,1954,387720,34.157959,-118.596588,"4911 Canoga Ave, Woodland Hills, CA 91364, USA",708777
10808132,91364,,2,2,7,2,1948,82579,34.158559,-118.597605,"21424 Providencia St, Woodland Hills, CA 91364, USA",756150
10808161,91364,1,3,3,4,3,2003,738000,34.160777,-118.600361,"5060 Medina Rd, Woodland Hills, CA 91364, USA",717629
10808213,91364,,2,3,4,2,1962,659926,34.159374,-118.603153,"21805 San Miguel St, Woodland Hills, CA 91364, USA",432078
10808217,91364,1,3,3,4,3,1989,402363,34.159951,-118.603256,"21811 San Miguel St, Woodland Hills, CA 91364, USA",603680
10808232,91364,1,3,3,4,3,2005,718000,34.159783,-118.601659,"5035 Tendilla Ave, Woodland Hills, CA 91364, USA",778212
10808233,91364,1,3,3,4,3,1965,638535,34.159443,-118.601298,"5000 Calatrana Dr, Woodland Hills, CA 91364, USA",810238
10808245,91364,,2,2,7,2,1961,620000,34.161744,-118.603302,"21807 Lopez St, Woodland Hills, CA 91364, USA",657898
10808262,91364,1,2,2,4,2,1956,250733,34.162534,-118.602019,"5131 Tendilla Ave, Woodland Hills, CA 91364, USA",394561
10808348,91364,1,4,4,4,4,1976,310659,34.162747,-118.599944,"5177 Medina Rd, Woodland Hills, CA 91364, USA",872947
10808363,91364,,1,3,7,1,1953,509888,34.164019,-118.601077,"5211 Baza Ave, Woodland Hills, CA 91364, USA",302180
10808368,91364,,2,4,7,2,1954,642586,34.163926,-118.601482,"5216 Tendilla Ave, Woodland Hills, CA 91364, USA",475658
10808373,91364,1,3,4,4,3,1987,785000,34.164872,-118.601389,"5252 Tendilla Ave, Woodland Hills, CA 91364, USA",863183
10808417,91364,1,3,3,1,3,1977,701900,34.162857,-118.599041,"5185 Campo Rd, Woodland Hills, CA 91364, USA",846407
10808523,91364,,3,3,4,3,1964,95059,34.167002,-118.601041,"5341 Baza Ave, Woodland Hills, CA 91364, USA",562038
10808553,91364,,2,2,7,2,1951,512150,34.166517,-118.602959,"5351 Elvira Rd, Woodland Hills, CA 91364, USA",638588
10808572,91364,1,2,5,4,2,1987,360562,34.167267,-118.6024,"5332 Elvira Rd, Woodland Hills, CA 91364, USA",530739
10808575,91364,1,3,3,4,3,1986,724000,34.167433,-118.602799,"5352 Calatrana Dr, Woodland Hills, CA 91364, USA",718225
10808718,91364,,2,3,7,2,1955,470189,34.163985,-118.603966,"5219 Calatrana Dr, Woodland Hills, CA 91364, USA",410808
10808767,91364,,1,2,7,1,1947,445268,34.160435,-118.604075,"5040 Don Pio Dr, Woodland Hills, CA 91364, USA",480282
10808783,91364,1,2,3,7,2,1952,498888,34.159954,-118.604239,"5018 Don Pio Dr, Woodland Hills, CA 91364, USA",393541
10808789,91364,,2,4,7,2,1954,300004,34.159643,-118.605271,"5006 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",502824
10808847,91364,,2,2,7,2,1952,588000,34.161292,-118.605275,"21917 Lopez St, Woodland Hills, CA 91364, USA",574957
10808868,91364,,2,3,7,2,1952,60809,34.162253,-118.605278,"5108 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",402815
10808952,91364,,2,3,4,2,1961,636727,34.164553,-118.60607,"5209 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",357684
10808995,91364,,1,2,7,1,1950,344410,34.166202,-118.606132,"5311 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",328524
10809024,91364,1,2,3,7,2,1950,312965,34.167022,-118.606795,"22021 Del Valle St, Woodland Hills, CA 91364, USA",520959
10809057,91364,,2,3,4,2,1955,575830,34.16737,-118.607822,"22052 Costanso St, Woodland Hills, CA 91364, USA",416601
10809131,91364,,1,3,7,1,1948,291564,34.165123,-118.607633,"22044 Crespi St, Woodland Hills, CA 91364, USA",233458
10809150,91364,1,4,4,4,4,1968,367488,34.164145,-118.607905,"22052 De La Guerra St, Woodland Hills, CA 91364, USA",962614
10809162,91364,,2,4,7,2,1955,377247,34.163692,-118.607535,"22045 Galvez St, Woodland Hills, CA 91364, USA",486577
10809168,91364,1,2,3,4,2,1975,688400,34.163303,-118.607884,"22056 Galvez St, Woodland Hills, CA 91364, USA",489227
10809170,91364,1,3,3,4,3,1963,579663,34.162912,-118.608052,"22061 Martinez St, Woodland Hills, CA 91364, USA",732292
10809176,91364,1,2,3,4,2,1956,353540,34.162629,-118.608224,"22068 Martinez St, Woodland Hills, CA 91364, USA",779349
10809186,91364,,3,3,4,3,1978,287295,34.163485,-118.609439,"22222 Miston Dr, Woodland Hills, CA 91364, USA",576199
10809198,91364,1,4,4,1,4,1992,745915,34.163194,-118.609169,"22111 Martinez St, Woodland Hills, CA 91364, USA",937814
10809398,91364,,2,3,7,2,1953,568000,34.155284,-118.61006,"4835 San Feliciano Dr, Woodland Hills, CA 91364, USA",426596
10809435,91364,1,3,3,4,3,1962,667000,34.156107,-118.60897,"22131 Viscanio Rd, Woodland Hills, CA 91364, USA",626982
10809455,91364,,3,4,4,3,1966,729285,34.156264,-118.610558,"4872 Llano Dr, Woodland Hills, CA 91364, USA",625018
10809493,91364,1,5,4,1,5,1989,589261,34.15784,-118.610206,"4920 Llano Dr, Woodland Hills, CA 91364, USA",1255252
10809518,91364,,3,4,4,3,1965,117456,34.159125,-118.611399,"22247 De La Osa St, Woodland Hills, CA 91364, USA",642302
10809533,91364,,2,3,4,2,1954,549768,34.158779,-118.606715,"22021 San Miguel St, Woodland Hills, CA 91364, USA",309373
10809736,91364,1,4,4,4,4,1951,598842,34.155825,-118.60753,"22046 Viscanio Rd, Woodland Hills, CA 91364, USA",804174
10809801,91364,,1,3,7,1,1948,63565,34.154659,-118.606366,"22015 Ybarra Rd, Woodland Hills, CA 91364, USA",286802
10809836,91364,,2,3,4,2,1957,310277,34.155595,-118.599965,"21695 Yucatan Ave, Woodland Hills, CA 91364, USA",595106
10809924,91364,1,3,4,4,3,1989,852801,34.156267,-118.598534,"21516 Villena Ave, Woodland Hills, CA 91364, USA",1002122
10809994,91364,,3,4,4,3,1966,450779,34.155134,-118.600647,"21616 Arcos Dr, Woodland Hills, CA 91364, USA",716788
10810038,91364,,2,3,4,2,1956,554821,34.150599,-118.602169,"4450 Pampas Rd, Woodland Hills, CA 91364, USA",352235
10810050,91364,1,4,4,4,4,1991,767927,34.151116,-118.601994,"4617 Galendo St, Woodland Hills, CA 91364, USA",768935
10810094,91364,1,2,4,4,2,1962,445080,34.153709,-118.595833,"4700 Canoga Ave, Woodland Hills, CA 91364, USA",396986
10810116,91364,,4,5,4,4,1956,750000,34.157087,-118.601379,"21711 Dumetz Rd, Woodland Hills, CA 91364, USA",951544
10810176,91364,,3,4,4,3,1963,97900,34.158211,-118.603292,"21815 Providencia St, Woodland Hills, CA 91364, USA",462396
10810276,91364,,2,3,4,2,1953,500399,34.155009,-118.60373,"4816 Don Pio Dr, Woodland Hills, CA 91364, USA",404550
10810303,91364,1,2,3,7,2,1950,569000,34.156601,-118.602607,"21806 Dumetz Rd, Woodland Hills, CA 91364, USA",421511
10810318,91364,1,4,4,10,4,2002,925290,34.155339,-118.602829,"21779 Ybarra Rd, Woodland Hills, CA 91364, USA",1644414
10810384,91364,,2,3,7,2,1952,68888,34.153566,-118.602996,"21850 Ybarra Rd, Woodland Hills, CA 91364, USA",370595
10810444,91364,1,4,4,4,4,1973,694992,34.151954,-118.602898,"4620 Don Pio Dr, Woodland Hills, CA 91364, USA",832515
10810466,91364,,3,4,4,3,1964,707782,34.153011,-118.60127,"21815 De La Luz Ave, Woodland Hills, CA 91364, USA",669950
10810596,91364,,3,2,4,3,1953,342761,34.154395,-118.589517,"4672 Bedel St, Woodland Hills, CA 91364, USA",664762
10810598,91364,1,3,3,4,3,1979,688486,34.156715,-118.58891,"4763 Abargo St, Woodland Hills, CA 91364, USA",691685
10810614,91364,1,2,2,4,2,1960,372676,34.156563,-118.588405,"4800 Serrania Ave, Woodland Hills, CA 91364, USA",595926
10810667,91364,,1,2,7,1,1949,427792,34.148832,-118.593504,"4315 Camello Rd, Woodland Hills, CA 91364, USA",377141
10810669,91364,1,3,3,4,3,1979,297169,34.148665,-118.593071,"4300 Camello Rd, Woodland Hills, CA 91364, USA",527309
10810766,91364,,3,5,4,3,1964,757000,34.153306,-118.588387,"20901 Wolfe Pl, Woodland Hills, CA 91364, USA",580182
10810812,91364,,3,5,4,3,1964,632387,34.152326,-118.589646,"20954 Bandera St, Woodland Hills, CA 91364, USA",428987
10810829,91364,1,3,2,7,3,1981,530869,34.152015,-118.589313,"20923 Abalar St, Woodland Hills, CA 91364, USA",689861
10810879,91364,,2,1,7,2,1926,464000,34.150962,-118.588968,"20915 Puente Rd, Woodland Hills, CA 91364, USA",524347
10810893,91364,1,4,4,4,4,1980,759554,34.151086,-118.589021,"20921 Puente Rd, Woodland Hills, CA 91364, USA",557018
10810901,91364,,1,2,7,1,1962,236420,34.15121,-118.590141,"4331 Morro Dr, Woodland Hills, CA 91364, USA",380484
10810940,91364,1,2,4,4,2,1958,330908,34.147981,-118.590119,"4167 Morro Dr, Woodland Hills, CA 91364, USA",335465
10811014,91364,1,2,3,7,2,1956,378486,34.150278,-118.588972,"4419 Consuelo Rd, Woodland Hills, CA 91364, USA",391950
10811076,91364,1,3,3,4,3,1978,332564,34.148249,-118.588105,"20901 Gorgonia St, Woodland Hills, CA 91364, USA",763138
10811110,91364,,2,2,4,2,1962,567883,34.146128,-118.59231,"4126 Alhama Dr, Woodland Hills, CA 91364, USA",545781
10811168,91364,,2,3,4,2,1960,104563,34.146664,-118.588468,"20905 Naranja Rd, Woodland Hills, CA 91364, USA",472275
10811249,91364,1,3,4,4,3,1966,490000,34.146628,-118.588968,"20916 Naranja Rd, Woodland Hills, CA 91364, USA",707127
10811303,91364,1,3,3,4,3,1965,547923,34.146123,-118.592963,"21205 Golondrina St, Woodland Hills, CA 91364, USA",540696
10811403,91364,1,3,4,1,3,1990,815000,34.145614,-118.590592,"4144 Rosario Rd, Woodland Hills, CA 91364, USA",1037510
10811506,91364,1,3,4,4,3,1972,590808,34.148167,-118.602988,"4440 Cezanne Ave, Woodland Hills, CA 91364, USA",662731
10811518,91364,1,3,4,4,3,1972,791422,34.146835,-118.603791,"4401 Cezanne Ave, Woodland Hills, CA 91364, USA",685574
10811557,91364,1,3,3,4,3,1972,123354,34.14687,-118.600773,"4233 Michelangelo Ave, Woodland Hills, CA 91364, USA",622738
10811597,91364,1,3,4,4,3,1972,778180,34.144641,-118.600056,"21438 Picasso Pl, Woodland Hills, CA 91364, USA",725279
10811616,91364,1,3,4,4,3,1966,144789,34.144036,-118.598104,"21334 Mulholland Dr, Woodland Hills, CA 91364, USA",657435
10811660,91364,1,3,5,4,3,1965,799272,34.143994,-118.60053,"21737 Ulmus Dr, Woodland Hills, CA 91364, USA",740828
10811689,91364,1,3,4,4,3,1975,159956,34.143372,-118.598903,"21663 Ulmus Dr, Woodland Hills, CA 91364, USA",711182
10811778,91364,1,5,5,4,5,1981,878861,34.148737,-118.605198,"4440 Aledo, Woodland Hills, CA 91364, USA",1222577
10811953,91364,1,3,5,4,3,1974,877884,34.15369,-118.57071,"4510 Winnetka Ave, Woodland Hills, CA 91364, USA",875149
10812009,91364,1,3,3,4,3,1966,560123,34.158566,-118.574959,"4830 Del Moreno Dr, Woodland Hills, CA 91364, USA",902219
10812013,91364,1,3,3,4,3,1965,1021543,34.157675,-118.575141,"4801 Del Moreno Dr, Woodland Hills, CA 91364, USA",704263
10812024,91364,1,5,5,10,5,1986,1805000,34.156517,-118.5836,"20646 Kingsboro Way, Woodland Hills, CA 91364, USA",2505338
10812059,91364,1,6,5,1,6,1990,1095933,34.147124,-118.574073,"20358 Chapter Dr, Woodland Hills, CA 91364, USA",1902701
10812196,91364,,2,4,4,2,1955,146427,34.155604,-118.580714,"4722 Vista De Oro Ave, Woodland Hills, CA 91364, USA",694469
10812202,91364,1,3,4,4,3,1957,935000,34.157189,-118.580616,"20530 Wells Dr, Woodland Hills, CA 91364, USA",777550
10812209,91364,,2,3,7,2,1956,845000,34.155981,-118.579271,"20454 Robert Pl, Woodland Hills, CA 91364, USA",568464
10812218,91364,,5,5,4,5,1956,1390000,34.156256,-118.578802,"20446 Robert Pl, Woodland Hills, CA 91364, USA",1351702
10812287,91364,1,4,4,4,4,1963,230849,34.156035,-118.576423,"4735 Poe Ave, Woodland Hills, CA 91364, USA",849451
10812291,91364,1,4,4,4,4,1963,402549,34.155781,-118.575675,"4712 Poe Ave, Woodland Hills, CA 91364, USA",800918
10812331,91364,1,3,4,4,3,1959,900579,34.157164,-118.577769,"20416 Wells Dr, Woodland Hills, CA 91364, USA",779400
10812418,91364,1,3,5,4,3,1972,433439,34.150562,-118.575401,"4467 Deanwood Dr, Woodland Hills, CA 91364, USA",632676
10812489,91364,1,3,5,4,3,1969,881116,34.150136,-118.573154,"20111 Ruston Rd, Woodland Hills, CA 91364, USA",1068271
10812498,91364,1,6,5,12,6,1988,2715000,34.149846,-118.581879,"20600 Chatsboro Dr, Woodland Hills, CA 91364, USA",3436908
10812525,91356,,4,4,4,4,1951,606731,34.163286,-118.553753,"19308 Wells Dr, Tarzana, CA 91356, USA",965762
10812571,91356,1,6,5,1,6,1934,1870000,34.160609,-118.551234,"4990 Vanalden Ave, Tarzana, CA 91356, USA",2284376
10812614,91356,1,3,4,4,3,1952,786631,34.157865,-118.553494,"19315 Rosita St, Tarzana, CA 91356, USA",936000
10812627,91356,1,3,4,4,3,1961,461073,34.15957,-118.554787,"4960 Palo Dr, Tarzana, CA 91356, USA",519363
10812645,91356,1,4,4,4,4,1964,114601,34.159883,-118.559319,"4949 Bilmoor Ave, Tarzana, CA 91356, USA",837048
10812670,91356,1,4,7,4,4,1972,1279203,34.157473,-118.558515,"19511 Rosita St, Tarzana, CA 91356, USA",971568
10812677,91356,,3,3,4,3,1954,753171,34.158165,-118.560767,"19605 Rosita St, Tarzana, CA 91356, USA",641467
10812684,91356,1,3,5,1,3,1999,1094275,34.159639,-118.561681,"4927 Tarzana Woods Dr, Tarzana, CA 91356, USA",1155989
10812710,91356,1,4,4,4,4,1963,768456,34.16221,-118.561659,"4901 Calvin Ave, Tarzana, CA 91356, USA",1159377
10812714,91356,1,4,6,1,4,1963,485015,34.160959,-118.562376,"4914 Calvin Ave, Tarzana, CA 91356, USA",1121143
10812723,91364,1,4,5,4,4,1962,1172976,34.160128,-118.563069,"4912 Queen Victoria Rd, Woodland Hills, CA 91364, USA",785449
10812745,91364,1,5,5,1,5,1963,1387000,34.159871,-118.564429,"4883 Queen Florence Ln, Woodland Hills, CA 91364, USA",1427721
10812749,91364,1,5,8,1,5,1970,1746000,34.161013,-118.564318,"4943 Queen Victoria Rd, Woodland Hills, CA 91364, USA",2209778
10812770,91364,1,3,5,4,3,1973,1121089,34.1575,-118.568858,"20033 Gypsy Ln, Woodland Hills, CA 91364, USA",885088
10812783,91364,1,4,5,4,4,1972,1151000,34.156052,-118.567668,"4710 Nomad Dr, Woodland Hills, CA 91364, USA",1077289
10812951,91364,1,3,4,4,3,1974,173224,34.157297,-118.569638,"20034 Gypsy Ln, Woodland Hills, CA 91364, USA",798071
10812967,91364,1,4,5,4,4,1972,186011,34.156649,-118.572946,"4801 Don Juan Pl, Woodland Hills, CA 91364, USA",1051541
10813006,91356,1,3,3,4,3,1960,289257,34.1635,-118.557319,"5071 Shirley Ave, Tarzana, CA 91356, USA",595149
10813065,91356,1,3,4,4,3,1960,165470,34.162794,-118.555747,"5054 Calvin Ave, Tarzana, CA 91356, USA",542325
10813075,91356,1,3,4,4,3,1961,947561,34.161801,-118.555281,"5036 Calvin Ave, Tarzana, CA 91356, USA",611983
10813084,91356,1,3,3,4,3,1960,146625,34.164515,-118.555258,"19375 Wells Dr, Tarzana, CA 91356, USA",595096
10813086,91356,,3,5,4,3,1960,128680,34.164568,-118.555824,"19400 Wells Dr, Tarzana, CA 91356, USA",385538
10813112,91356,1,5,6,4,5,1964,765000,34.161205,-118.560576,"4909 Calvin Ave, Tarzana, CA 91356, USA",1003900
10813126,91356,1,4,5,4,4,1964,471144,34.15948,-118.56023,"4937 Calvin Ave, Tarzana, CA 91356, USA",881124
10813173,91364,1,3,4,4,3,1975,936440,34.153463,-118.569603,"4548 Winnetka Ave, Woodland Hills, CA 91364, USA",922441
10813295,91356,,5,5,4,5,1932,1445000,34.162853,-118.543362,"5065 Geyser Ave, Tarzana, CA 91356, USA",1051368
10813303,91356,1,4,3,4,4,1953,1012297,34.16101,-118.545113,"4950 Brewster Dr, Tarzana, CA 91356, USA",1487601
10813361,91356,1,4,5,4,4,1965,870918,34.160942,-118.539247,"5001 Amigo Ave, Tarzana, CA 91356, USA",1142310
10813451,91356,1,5,5,4,5,1955,1324000,34.162413,-118.538164,"18611 Ringling St, Tarzana, CA 91356, USA",1214088
10813582,91356,,2,3,4,2,1961,1234174,34.15554,-118.543824,"4656 Arriba Dr, Tarzana, CA 91356, USA",612826
10813636,91356,1,3,3,4,3,1955,993000,34.159757,-118.542989,"4931 Brewster Dr, Tarzana, CA 91356, USA",725413
10813671,91356,1,6,6,1,6,1955,818455,34.160425,-118.543676,"4954 Matula Dr, Tarzana, CA 91356, USA",1210506
10813705,91356,1,5,4,,5,1972,817431,34.157434,-118.545121,"4831 La Montana Cir, Tarzana, CA 91356, USA",2229384
10813711,91356,1,3,3,4,3,1955,174986,34.156986,-118.549579,"4783 N Topeka Dr, Tarzana, CA 91356, USA",684723
10813830,91356,,3,3,4,3,1955,412141,34.154375,-118.551957,"4632 La Barca Dr, Tarzana, CA 91356, USA",559258
10813832,91356,,2,3,4,2,1953,846566,34.154027,-118.552169,"4620 La Barca Dr, Tarzana, CA 91356, USA",438251
10813856,91356,1,3,5,4,3,1969,320358,34.152162,-118.552252,"4441 La Barca Dr, Tarzana, CA 91356, USA",716871
10813872,91356,1,3,4,4,3,1969,1028000,34.150739,-118.551648,"4400 La Barca Dr, Tarzana, CA 91356, USA",631770
10813894,91356,1,3,4,4,3,1963,379236,34.14919,-118.553719,"19300 Espinosa St, Tarzana, CA 91356, USA",584295
10813895,91356,1,3,3,4,3,1963,156087,34.149286,-118.554094,"19316 Espinosa St, Tarzana, CA 91356, USA",533954
10813904,91356,1,6,5,4,6,1969,1041805,34.148815,-118.55239,"4340 Clarinda Dr, Tarzana, CA 91356, USA",1222761
10813940,91356,1,3,4,4,3,1969,155446,34.150704,-118.550867,"19122 Weston Pl, Tarzana, CA 91356, USA",622880
10814017,91356,1,4,3,4,4,1965,481064,34.150109,-118.54756,"4338 Nogales Dr, Tarzana, CA 91356, USA",637335
10814025,91356,1,3,4,4,3,1961,164169,34.152907,-118.545885,"4501 El Caballero Dr, Tarzana, CA 91356, USA",610869
10814092,91356,1,4,4,4,4,1964,198248,34.152345,-118.543417,"4437 Callada Pl, Tarzana, CA 91356, USA",1162101
10814126,91356,,3,4,4,3,1959,634233,34.153131,-118.539849,"4526 Jubilo Dr, Tarzana, CA 91356, USA",771222
10814172,91356,1,4,5,4,4,1963,180295,34.151852,-118.536924,"18607 Kipton Pl, Tarzana, CA 91356, USA",901663
10814187,91356,1,5,5,4,5,1963,969548,34.150681,-118.536642,"4439 Reseda Blvd, Tarzana, CA 91356, USA",1123853
10814293,91356,1,4,4,4,4,1966,185394,34.151299,-118.543686,"18828 Paseo Nuevo Dr, Tarzana, CA 91356, USA",901910
10814303,91356,1,4,5,4,4,1967,217931,34.14974,-118.543714,"18938 La Amistad Pl, Tarzana, CA 91356, USA",913619
10814338,91356,1,4,5,4,4,1965,284189,34.152238,-118.543966,"18843 Paseo Nuevo Dr, Tarzana, CA 91356, USA",1107385
10814341,91356,1,4,4,4,4,1965,1274974,34.15153,-118.544304,"4420 Alfarena Pl, Tarzana, CA 91356, USA",1057443
10814411,91356,1,4,5,1,4,1966,183136,34.148331,-118.544202,"4231 Jubilo Dr, Tarzana, CA 91356, USA",1005268
10814413,91356,1,4,5,4,4,1965,802638,34.14836,-118.543502,"18819 Pasadero Dr, Tarzana, CA 91356, USA",749086
10814430,91356,1,4,5,4,4,1979,898987,34.147917,-118.537972,"18654 Pasadero Dr, Tarzana, CA 91356, USA",734804
10814501,91356,1,5,4,10,5,1986,1400389,34.145709,-118.550777,"4112 Nogales Dr, Tarzana, CA 91356, USA",2166588
10814502,91356,1,4,5,10,4,1984,1242339,34.145257,-118.550769,"4112 Nogales Dr, Tarzana, CA 91356, USA",1779586
10814516,91356,1,6,6,1,6,1989,1414230,34.145908,-118.5518,"4062 Nogales Dr, Tarzana, CA 91356, USA",1626709
10814525,91356,1,6,5,10,6,2003,3161311,34.139364,-118.547291,"19020 Ashurst Ln, Tarzana, CA 91356, USA",2811875
10814526,91356,1,6,3,10,6,2001,1975922,34.139125,-118.54679,"19010 Ashurst Ln, Tarzana, CA 91356, USA",2644073
10814568,91356,1,7,7,10,7,1998,2901000,34.139749,-118.54799,"19050 Ashurst Ln, Tarzana, CA 91356, USA",2733651
10814643,91356,1,7,5,10,7,1998,2587140,34.135035,-118.552248,"3735 Winford Dr, Tarzana, CA 91356, USA",2847724
10814652,91356,1,5,4,10,5,1998,1933439,34.134855,-118.553099,"3743 Winford Dr, Tarzana, CA 91356, USA",1958996
10814702,91356,1,7,6,10,7,1995,2090203,34.141911,-118.551955,"19211 Briarfield Way, Tarzana, CA 91356, USA",2601680
10814826,91356,1,5,5,1,5,1986,888127,34.146844,-118.563465,"4226 Tarzana Estates Dr, Tarzana, CA 91356, USA",1039133
10814918,91356,1,3,4,4,3,1964,697861,34.155971,-118.558812,"19460 Rosita St, Tarzana, CA 91356, USA",725221
10814949,91356,1,2,4,1,2,1977,681548,34.155415,-118.554274,"4708 Viviana Dr, Tarzana, CA 91356, USA",980164
10814968,91356,,2,3,4,2,1960,143159,34.155296,-118.553775,"4715 Vanalden Ave, Tarzana, CA 91356, USA",501034
10814970,91356,1,3,4,4,3,1958,597020,34.154768,-118.553506,"4661 Vanalden Ave, Tarzana, CA 91356, USA",761818
10814993,91356,1,4,3,4,4,1949,874122,34.153591,-118.555414,"4601 Vanalden Ave, Tarzana, CA 91356, USA",831050
10815018,91356,1,3,4,4,3,1962,1014362,34.150885,-118.554995,"4444 Vanalden Ave, Tarzana, CA 91356, USA",663657
10815023,91356,1,4,4,4,4,1989,933938,34.149925,-118.554899,"4404 Vanalden Ave, Tarzana, CA 91356, USA",1005518
